id|product_id|category_id|perusahaan|field|field_value
3004|274|1|57|field-0|FOCUS
3005|274|1|57|field-1|CFL
3006|274|1|57|field-2|FOCUS PL3U 23W
3007|274|1|57|field-3|3U
3008|274|1|57|field-4|20.40
3009|274|1|57|field-5|59.00
3010|274|1|57|field-6|Cool Daylight
3011|274|1|57|field-7|4
3012|274|1|57|field-8|59.57
3013|274|1|57|field-9|87386.26
3014|274|1|57|field-10|014.1.01.23.15.0006
3015|275|1|57|field-0|FOCUS
3016|275|1|57|field-1|CFL
3017|275|1|57|field-2|FOCUS PL3U 26W
3018|275|1|57|field-3|3U
3019|275|1|57|field-4|22.20
3020|275|1|57|field-5|63.00
3021|275|1|57|field-6|Cool Daylight
3022|275|1|57|field-7|4
3023|275|1|57|field-8|64.82
3024|275|1|57|field-9|95096.81
3025|275|1|57|field-10|014.1.01.26.15.0007
3026|276|1|57|field-0|FOCUS
3027|276|1|57|field-1|CFL
3028|276|1|57|field-2|FOCUS-Spiral-30W
3029|276|1|57|field-3|Spiral
3030|276|1|57|field-4|25.80
3031|276|1|57|field-5|67.82
3032|276|1|57|field-6|Cool Daylight
3033|276|1|57|field-7|4
3034|276|1|57|field-8|75.34
3035|276|1|57|field-9|110517.91
3036|276|1|57|field-10|014.1.02.30.15.0008
3037|277|1|57|field-0|FOCUS
3038|277|1|57|field-1|CFL
3039|277|1|57|field-2|FOCUS-Spiral-5W
3040|277|1|57|field-3|Spiral
3041|277|1|57|field-4|5.20
3042|277|1|57|field-5|48.01
3043|277|1|57|field-6|Cool Daylight
3044|277|1|57|field-7|3
3045|277|1|57|field-8|15.18
3046|277|1|57|field-9|22274.93
3047|277|1|57|field-10|014.1.02.05.15.0009
3048|278|1|57|field-0|FOCUS
3049|278|1|57|field-1|CFL
3050|278|1|57|field-2|FOCUS-Spiral-7W
3051|278|1|57|field-3|Spiral
3052|278|1|57|field-4|6.30
3053|278|1|57|field-5|46.29
3054|278|1|57|field-6|Cool Daylight
3055|278|1|57|field-7|3
3056|278|1|57|field-8|18.40
3057|278|1|57|field-9|26986.93
3058|278|1|57|field-10|014.1.02.07.15.0010
3059|279|1|57|field-0|FOCUS
3060|279|1|57|field-1|CFL
3061|279|1|57|field-2|FOCUS-Spiral-9W
3062|279|1|57|field-3|Spiral
3063|279|1|57|field-4|8.00
3064|279|1|57|field-5|51.35
3065|279|1|57|field-6|Cool Daylight
3066|279|1|57|field-7|3
3067|279|1|57|field-8|23.36
3068|279|1|57|field-9|34269.12
3069|279|1|57|field-10|014.1.02.09.15.0011
3070|280|1|57|field-0|FOCUS
3071|280|1|57|field-1|CFL
3072|280|1|57|field-2|FOCUS PL2U 5W
3073|280|1|57|field-3|2U
3074|280|1|57|field-4|5.60
3075|280|1|57|field-5|46.60
3076|280|1|57|field-6|Cool Daylight
3077|280|1|57|field-7|3
3078|280|1|57|field-8|16.35
3079|280|1|57|field-9|23988.38
3080|280|1|57|field-10|014.1.01.05.15.0012
3081|281|1|57|field-0|FOCUS
3082|281|1|57|field-1|CFL
3083|281|1|57|field-2|FOCUS PL2U 7W
3084|281|1|57|field-3|2U
3085|281|1|57|field-4|6.30
3086|281|1|57|field-5|52.15
3087|281|1|57|field-6|Cool Daylight
3088|281|1|57|field-7|4
3089|281|1|57|field-8|18.40
3090|281|1|57|field-9|26986.93
3091|281|1|57|field-10|014.1.01.07.15.0013
3092|282|1|57|field-0|FOCUS
3093|282|1|57|field-1|CFL
3094|282|1|57|field-2|FOCUS PL2U 9W
3095|282|1|57|field-3|2U
3096|282|1|57|field-4|7.90
3097|282|1|57|field-5|51.93
3098|282|1|57|field-6|Cool Daylight
3099|282|1|57|field-7|3
3100|282|1|57|field-8|23.07
3101|282|1|57|field-9|33840.76
3102|282|1|57|field-10|014.1.01.09.15.0014
3103|283|1|57|field-0|FOCUS
3104|283|1|57|field-1|CFL
3105|283|1|57|field-2|FOCUS PL2U 11W
3106|283|1|57|field-3|2U
3107|283|1|57|field-4|9.50
3108|283|1|57|field-5|53.27
3109|283|1|57|field-6|Cool Daylight
3110|283|1|57|field-7|3
3111|283|1|57|field-8|27.74
3112|283|1|57|field-9|40694.58
3113|283|1|57|field-10|014.1.01.11.15.0015
3114|284|1|57|field-0|FOCUS
3115|284|1|57|field-1|CFL
3116|284|1|57|field-2|FOCUS PL2U 13W
3117|284|1|57|field-3|2U
3118|284|1|57|field-4|11.80
3119|284|1|57|field-5|54.29
3120|284|1|57|field-6|Cool Daylight
3121|284|1|57|field-7|3
3122|284|1|57|field-8|34.46
3123|284|1|57|field-9|50546.95
3124|284|1|57|field-10|014.1.01.13.15.0016
3125|285|1|57|field-0|FOCUS
3126|285|1|57|field-1|CFL
3127|285|1|57|field-2|FOCUS PL2U 15W
3128|285|1|57|field-3|2U
3129|285|1|57|field-4|13.40
3130|285|1|57|field-5|58.18
3131|285|1|57|field-6|Cool Daylight
3132|285|1|57|field-7|4
3133|285|1|57|field-8|39.13
3134|285|1|57|field-9|57400.78
3135|285|1|57|field-10|014.1.01.15.15.0017
3136|286|1|57|field-0|FOCUS
3137|286|1|57|field-1|CFL
3138|286|1|57|field-2|FOCUS PL2U 18W
3139|286|1|57|field-3|2U
3140|286|1|57|field-4|16.20
3141|286|1|57|field-5|58.89
3142|286|1|57|field-6|Cool Daylight
3143|286|1|57|field-7|4
3144|286|1|57|field-8|47.30
3145|286|1|57|field-9|69394.97
3146|286|1|57|field-10|014.1.01.18.15.0018
3147|287|1|57|field-0|FOCUS
3148|287|1|57|field-1|CFL
3149|287|1|57|field-2|FOCUS PL2U 20W
3150|287|1|57|field-3|2U
3151|287|1|57|field-4|17.60
3152|287|1|57|field-5|57.98
3153|287|1|57|field-6|Cool Daylight
3154|287|1|57|field-7|3
3155|287|1|57|field-8|51.39
3156|287|1|57|field-9|75392.06
3157|287|1|57|field-10|014.1.01.20.15.0019
3158|288|1|58|field-0|Hannochs
3159|288|1|58|field-1|CFL
3160|288|1|58|field-2|Hannochs 2U LHE 5W
3161|288|1|58|field-3|2U
3162|288|1|58|field-4|5.39
3163|288|1|58|field-5|47.00
3164|288|1|58|field-6|Cool Daylight
3165|288|1|58|field-7|3
3166|288|1|58|field-8|15.74
3167|288|1|58|field-9|23088.82
3168|288|1|58|field-10|015.1.01.05.15.0001
3169|289|1|58|field-0|Hannochs
3170|289|1|58|field-1|CFL
3171|289|1|58|field-2|Hannochs 2U LHE 8W
3172|289|1|58|field-3|2U
3173|289|1|58|field-4|7.64
3174|289|1|58|field-5|54.00
3175|289|1|58|field-6|Cool Daylight
3176|289|1|58|field-7|4
3177|289|1|58|field-8|22.31
3178|289|1|58|field-9|32727.01
3179|289|1|58|field-10|015.1.01.08.15.0002
3180|290|1|58|field-0|Hannochs
3181|290|1|58|field-1|CFL
3182|290|1|58|field-2|Hannochs 2U LHE 11W
3183|290|1|58|field-3|2U
3184|290|1|58|field-4|10.43
3185|290|1|58|field-5|58.00
3186|290|1|58|field-6|Cool Daylight
3187|290|1|58|field-7|4
3188|290|1|58|field-8|30.46
3189|290|1|58|field-9|44678.37
3190|290|1|58|field-10|015.1.01.11.15.0003
3191|291|1|58|field-0|Hannochs
3192|291|1|58|field-1|CFL
3193|291|1|58|field-2|Hannochs 2U LHE 14W
3194|291|1|58|field-3|2U
3195|291|1|58|field-4|14.38
3196|291|1|58|field-5|57.00
3197|291|1|58|field-6|Cool Daylight
3198|291|1|58|field-7|4
3199|291|1|58|field-8|41.99
3200|291|1|58|field-9|61598.74
3201|291|1|58|field-10|015.1.01.14.15.0004
3202|292|1|58|field-0|Hannochs
3203|292|1|58|field-1|CFL
3204|292|1|58|field-2|Hannochs 3U LHE 18W
3205|292|1|58|field-3|3U
3206|292|1|58|field-4|18.15
3207|292|1|58|field-5|63.00
3208|292|1|58|field-6|Cool Daylight
3209|292|1|58|field-7|4
3210|292|1|58|field-8|53.00
3211|292|1|58|field-9|77748.07
3212|292|1|58|field-10|015.1.01.18.15.0005
3213|293|1|58|field-0|Hannochs
3214|293|1|58|field-1|CFL
3215|293|1|58|field-2|Hannochs 3U LHE 23W
3216|293|1|58|field-3|3U
3217|293|1|58|field-4|21.71
3218|293|1|58|field-5|63.00
3219|293|1|58|field-6|Cool Daylight
3220|293|1|58|field-7|4
3221|293|1|58|field-8|63.39
3222|293|1|58|field-9|92997.82
3223|293|1|58|field-10|015.1.01.23.15.0006
3224|294|1|58|field-0|Hannochs
3225|294|1|58|field-1|CFL
3226|294|1|58|field-2|Hannochs 3U LHE 26W
3227|294|1|58|field-3|3U
3228|294|1|58|field-4|26.70
3229|294|1|58|field-5|58.00
3230|294|1|58|field-6|Cool Daylight
3231|294|1|58|field-7|3
3232|294|1|58|field-8|77.96
3233|294|1|58|field-9|114373.19
3234|294|1|58|field-10|015.1.01.26.15.0007
3235|295|1|58|field-0|Hannochs
3236|295|1|58|field-1|CFL
3237|295|1|58|field-2|Hannochs 4U LHE 35W
3238|295|1|58|field-3|4U
3239|295|1|58|field-4|42.24
3240|295|1|58|field-5|64.21
3241|295|1|58|field-6|Cool Daylight
3242|295|1|58|field-7|4
3243|295|1|58|field-8|123.34
3244|295|1|58|field-9|180940.95
3245|295|1|58|field-10|015.1.01.35.15.0008
3246|296|1|58|field-0|Hannochs
3247|296|1|58|field-1|CFL
3248|296|1|58|field-2|Hannochs 4U LHE 45W
3249|296|1|58|field-3|4U
3250|296|1|58|field-4|42.24
3251|296|1|58|field-5|64.00
3252|296|1|58|field-6|Cool Daylight
3253|296|1|58|field-7|4
3254|296|1|58|field-8|123.34
3255|296|1|58|field-9|180940.95
3256|296|1|58|field-10|015.1.01.45.15.0009
3257|297|1|58|field-0|Hannochs
3258|297|1|58|field-1|CFL
3259|297|1|58|field-2|Hannochs Spiral LHE 8W
3260|297|1|58|field-3|Spiral
3261|297|1|58|field-4|8.51
3262|297|1|58|field-5|60.00
3263|297|1|58|field-6|Cool Daylight
3264|297|1|58|field-7|4
3265|297|1|58|field-8|24.85
3266|297|1|58|field-9|36453.78
3267|297|1|58|field-10|015.1.02.08.15.0010
3268|298|1|58|field-0|Hannochs
3269|298|1|58|field-1|CFL
3270|298|1|58|field-2|Hannochs Spiral LHE 12W
3271|298|1|58|field-3|Spiral
3272|298|1|58|field-4|12.15
3273|298|1|58|field-5|66.00
3274|298|1|58|field-6|Cool Daylight
3275|298|1|58|field-7|4
3276|298|1|58|field-8|35.48
3277|298|1|58|field-9|52046.23
3278|298|1|58|field-10|015.1.02.12.15.0011
3279|299|1|58|field-0|Hannochs
3280|299|1|58|field-1|CFL
3281|299|1|58|field-2|Hannochs Spiral LHE 16W
3282|299|1|58|field-3|Spiral
3283|299|1|58|field-4|15.51
3284|299|1|58|field-5|62.00
3285|299|1|58|field-6|Cool Daylight
3286|299|1|58|field-7|4
3287|299|1|58|field-8|45.29
3288|299|1|58|field-9|66439.26
3289|299|1|58|field-10|015.1.02.16.15.0012
3290|300|1|58|field-0|Hannochs
3291|300|1|58|field-1|CFL
3292|300|1|58|field-2|Hannochs Spiral LHE 20W
3293|300|1|58|field-3|Spiral
3294|300|1|58|field-4|19.08
3295|300|1|58|field-5|65.00
3296|300|1|58|field-6|Cool Daylight
3297|300|1|58|field-7|4
3298|300|1|58|field-8|55.71
3299|300|1|58|field-9|81731.85
3300|300|1|58|field-10|015.1.02.20.15.0013
3301|301|1|58|field-0|Hannochs
3302|301|1|58|field-1|CFL
3303|301|1|58|field-2|Hannochs Spiral LHE 24W
3304|301|1|58|field-3|Spiral
3305|301|1|58|field-4|21.93
3306|301|1|58|field-5|63.00
3307|301|1|58|field-6|Cool Daylight
3308|301|1|58|field-7|4
3309|301|1|58|field-8|64.04
3310|301|1|58|field-9|93940.23
3311|301|1|58|field-10|015.1.02.24.15.0014
3312|302|1|58|field-0|Hannochs
3313|302|1|58|field-1|CFL
3314|302|1|58|field-2|Hannochs Spiral LHE 35W
3315|302|1|58|field-3|Spiral
3316|302|1|58|field-4|34.75
3317|302|1|58|field-5|66.00
3318|302|1|58|field-6|Cool Daylight
3319|302|1|58|field-7|4
3320|302|1|58|field-8|101.47
3321|302|1|58|field-9|148856.49
3322|302|1|58|field-10|015.1.02.35.15.0015
3323|303|1|58|field-0|Hannochs
3324|303|1|58|field-1|CFL
3325|303|1|58|field-2|Hannochs Spiral LHE 45W
3326|303|1|58|field-3|Spiral
3327|303|1|58|field-4|42.12
3328|303|1|58|field-5|60.00
3329|303|1|58|field-6|Cool Daylight
3330|303|1|58|field-7|3
3331|303|1|58|field-8|122.99
3332|303|1|58|field-9|180426.92
3333|303|1|58|field-10|015.1.02.45.15.0016
3334|304|1|59|field-0|Visalux
3335|304|1|59|field-1|CFL
3336|304|1|59|field-2|Visalux 2U 5W CDL
3337|304|1|59|field-3|"2U "
3338|304|1|59|field-4|5.24
3339|304|1|59|field-5|49.00
3340|304|1|59|field-6|Cool Daylight
3341|304|1|59|field-7|3
3342|304|1|59|field-8|15.30
3343|304|1|59|field-9|22446.27
3344|304|1|59|field-10|016.1.01.05.15.0001
3345|305|1|59|field-0|Visalux
3346|305|1|59|field-1|CFL
3347|305|1|59|field-2|Visalux 2U 5W WW
3348|305|1|59|field-3|"2U "
3349|305|1|59|field-4|5.27
3350|305|1|59|field-5|56.00
3351|305|1|59|field-6|Warm White
3352|305|1|59|field-7|4
3353|305|1|59|field-8|15.39
3354|305|1|59|field-9|22574.78
3355|305|1|59|field-10|016.1.01.05.15.0002
3356|306|1|59|field-0|Visalux
3357|306|1|59|field-1|CFL
3358|306|1|59|field-2|Visalux 2U 8W CDL
3359|306|1|59|field-3|"2U "
3360|306|1|59|field-4|8.47
3361|306|1|59|field-5|52.00
3362|306|1|59|field-6|Cool Daylight
3363|306|1|59|field-7|4
3364|306|1|59|field-8|24.73
3365|306|1|59|field-9|36282.43
3366|306|1|59|field-10|016.1.01.08.15.0003
3367|307|1|59|field-0|Visalux
3368|307|1|59|field-1|CFL
3369|307|1|59|field-2|Visalux 2U 8W WW
3370|307|1|59|field-3|"2U "
3371|307|1|59|field-4|8.35
3372|307|1|59|field-5|60.00
3373|307|1|59|field-6|Warm White
3374|307|1|59|field-7|4
3375|307|1|59|field-8|24.38
3376|307|1|59|field-9|35768.39
3377|307|1|59|field-10|016.1.01.08.15.0004
3378|308|1|59|field-0|Visalux
3379|308|1|59|field-1|CFL
3380|308|1|59|field-2|Visalux 2U 11W CDL
3381|308|1|59|field-3|"2U "
3382|308|1|59|field-4|9.97
3383|308|1|59|field-5|56.00
3384|308|1|59|field-6|Cool Daylight
3385|308|1|59|field-7|4
3386|308|1|59|field-8|29.11
3387|308|1|59|field-9|42707.89
3388|308|1|59|field-10|016.1.01.11.15.0005
3389|309|1|59|field-0|Visalux
3390|309|1|59|field-1|CFL
3391|309|1|59|field-2|Visalux 2U 11W WW
3392|309|1|59|field-3|"2U "
3393|309|1|59|field-4|10.22
3394|309|1|59|field-5|63.00
3395|309|1|59|field-6|Warm White
3396|309|1|59|field-7|4
3397|309|1|59|field-8|29.84
3398|309|1|59|field-9|43778.80
3399|309|1|59|field-10|016.1.01.11.15.0006
3400|310|1|59|field-0|Visalux
3401|310|1|59|field-1|CFL
3402|310|1|59|field-2|Visalux 2U 14W CDL
3403|310|1|59|field-3|"2U "
3404|310|1|59|field-4|13.68
3405|310|1|59|field-5|60.00
3406|310|1|59|field-6|Cool Daylight
3407|310|1|59|field-7|4
3408|310|1|59|field-8|39.95
3409|310|1|59|field-9|58600.20
3410|310|1|59|field-10|016.1.01.14.15.0007
3411|311|1|59|field-0|Visalux
3412|311|1|59|field-1|CFL
3413|311|1|59|field-2|Visalux 2U 14W WW
3414|311|1|59|field-3|"2U "
3415|311|1|59|field-4|14.07
3416|311|1|59|field-5|64.00
3417|311|1|59|field-6|Warm White
3418|311|1|59|field-7|4
3419|311|1|59|field-8|41.08
3420|311|1|59|field-9|60270.81
3421|311|1|59|field-10|016.1.01.14.15.0008
3422|312|1|59|field-0|Visalux
3423|312|1|59|field-1|CFL
3424|312|1|59|field-2|Visalux 2U 20W CDL
3425|312|1|59|field-3|"2U "
3426|312|1|59|field-4|17.12
3427|312|1|59|field-5|60.00
3428|312|1|59|field-6|Cool Daylight
3429|312|1|59|field-7|4
3430|312|1|59|field-8|49.99
3431|312|1|59|field-9|73335.92
3432|312|1|59|field-10|016.1.01.20.15.0009
3433|313|1|59|field-0|Visalux
3434|313|1|59|field-1|CFL
3435|313|1|59|field-2|Visalux 3U 5W CDL
3436|313|1|59|field-3|"3U "
3437|313|1|59|field-4|8.15
3438|313|1|59|field-5|53.00
3439|313|1|59|field-6|Cool Daylight
3440|313|1|59|field-7|4
3441|313|1|59|field-8|23.80
3442|313|1|59|field-9|34911.67
3443|313|1|59|field-10|016.1.01.05.15.0010
3444|314|1|59|field-0|Visalux
3445|314|1|59|field-1|CFL
3446|314|1|59|field-2|Visalux 3U 8W CDL
3447|314|1|59|field-3|"3U "
3448|314|1|59|field-4|7.94
3449|314|1|59|field-5|50.00
3450|314|1|59|field-6|Cool Daylight
3451|314|1|59|field-7|3
3452|314|1|59|field-8|23.18
3453|314|1|59|field-9|34012.10
3454|314|1|59|field-10|016.1.01.08.15.0011
3455|315|1|59|field-0|Visalux
3456|315|1|59|field-1|CFL
3457|315|1|59|field-2|Visalux 3U 11W CDL
3458|315|1|59|field-3|"3U "
3459|315|1|59|field-4|11.33
3460|315|1|59|field-5|55.00
3461|315|1|59|field-6|Cool Daylight
3462|315|1|59|field-7|4
3463|315|1|59|field-8|33.08
3464|315|1|59|field-9|48533.64
3465|315|1|59|field-10|016.1.01.11.15.0012
3466|316|1|59|field-0|Visalux
3467|316|1|59|field-1|CFL
3468|316|1|59|field-2|Visalux 3U 15W CDL
3469|316|1|59|field-3|"3U "
3470|316|1|59|field-4|14.55
3471|316|1|59|field-5|51.00
3472|316|1|59|field-6|Cool Daylight
3473|316|1|59|field-7|3
3474|316|1|59|field-8|42.49
3475|316|1|59|field-9|62326.96
3476|316|1|59|field-10|016.1.01.15.15.0013
3477|317|1|59|field-0|Visalux
3478|317|1|59|field-1|CFL
3479|317|1|59|field-2|Visalux 3U 18W CDL
3480|317|1|59|field-3|"3U "
3481|317|1|59|field-4|18.39
3482|317|1|59|field-5|63.00
3483|317|1|59|field-6|Cool Daylight
3484|317|1|59|field-7|4
3485|317|1|59|field-8|53.70
3486|317|1|59|field-9|78776.14
3487|317|1|59|field-10|016.1.01.18.15.0014
3488|318|1|59|field-0|Visalux
3489|318|1|59|field-1|CFL
3490|318|1|59|field-2|Visalux 3U 18W WW
3491|318|1|59|field-3|"3U "
3492|318|1|59|field-4|18.90
3493|318|1|59|field-5|71.00
3494|318|1|59|field-6|Warm White
3495|318|1|59|field-7|4
3496|318|1|59|field-8|55.19
3497|318|1|59|field-9|80960.80
3498|318|1|59|field-10|016.1.01.18.15.0015
3499|319|1|59|field-0|Visalux
3500|319|1|59|field-1|CFL
3501|319|1|59|field-2|Visalux 3U 20W CDL
3502|319|1|59|field-3|"3U "
3503|319|1|59|field-4|18.12
3504|319|1|59|field-5|61.00
3505|319|1|59|field-6|Cool Daylight
3506|319|1|59|field-7|4
3507|319|1|59|field-8|52.91
3508|319|1|59|field-9|77619.56
3509|319|1|59|field-10|016.1.01.20.15.0016
3510|320|1|59|field-0|Visalux
3511|320|1|59|field-1|CFL
3512|320|1|59|field-2|Visalux 3U 23W CDL
3513|320|1|59|field-3|"3U "
3514|320|1|59|field-4|21.95
3515|320|1|59|field-5|69.00
3516|320|1|59|field-6|Cool Daylight
3517|320|1|59|field-7|4
3518|320|1|59|field-8|64.09
3519|320|1|59|field-9|94025.90
3520|320|1|59|field-10|016.1.01.23.15.0017
3521|321|1|59|field-0|Visalux
3522|321|1|59|field-1|CFL
3523|321|1|59|field-2|Visalux 3U 25W CDL
3524|321|1|59|field-3|"3U "
3525|321|1|59|field-4|23.38
3526|321|1|59|field-5|62.00
3527|321|1|59|field-6|Cool Daylight
3528|321|1|59|field-7|4
3529|321|1|59|field-8|68.27
3530|321|1|59|field-9|100151.50
3531|321|1|59|field-10|016.1.01.25.15.0018
3532|322|1|59|field-0|Visalux
3533|322|1|59|field-1|CFL
3534|322|1|59|field-2|Visalux 3U 28W CDL
3535|322|1|59|field-3|"3U "
3536|322|1|59|field-4|26.76
3537|322|1|59|field-5|68.00
3538|322|1|59|field-6|Cool Daylight
3539|322|1|59|field-7|4
3540|322|1|59|field-8|78.14
3541|322|1|59|field-9|114630.21
3542|322|1|59|field-10|016.1.01.28.15.0019
3543|323|1|59|field-0|Visalux
3544|323|1|59|field-1|CFL
3545|323|1|59|field-2|Visalux 4U 45W CDL
3546|323|1|59|field-3|"4U "
3547|323|1|59|field-4|43.69
3548|323|1|59|field-5|68.99
3549|323|1|59|field-6|Cool Daylight
3550|323|1|59|field-7|4
3551|323|1|59|field-8|127.57
3552|323|1|59|field-9|187152.23
3553|323|1|59|field-10|016.1.01.45.15.0020
3554|324|1|59|field-0|Visalux
3555|324|1|59|field-1|CFL
3556|324|1|59|field-2|Visalux SPIRAL 5W CDL
3557|324|1|59|field-3|"SPIRAL "
3558|324|1|59|field-4|6.45
3559|324|1|59|field-5|55.00
3560|324|1|59|field-6|Cool Daylight
3561|324|1|59|field-7|4
3562|324|1|59|field-8|18.83
3563|324|1|59|field-9|27629.48
3564|324|1|59|field-10|016.1.02.05.15.0021
3565|325|1|59|field-0|Visalux
3566|325|1|59|field-1|CFL
3567|325|1|59|field-2|Visalux SPIRAL 5W WW
3568|325|1|59|field-3|"SPIRAL "
3569|325|1|59|field-4|6.19
3570|325|1|59|field-5|57.65
3571|325|1|59|field-6|Warm White
3572|325|1|59|field-7|4
3573|325|1|59|field-8|18.07
3574|325|1|59|field-9|26515.73
3575|325|1|59|field-10|016.1.02.05.15.0022
3576|326|1|59|field-0|Visalux
3577|326|1|59|field-1|CFL
3578|326|1|59|field-2|Visalux SPIRAL 8W CDL
3579|326|1|59|field-3|"SPIRAL "
3580|326|1|59|field-4|8.21
3581|326|1|59|field-5|59.00
3582|326|1|59|field-6|Cool Daylight
3583|326|1|59|field-7|4
3584|326|1|59|field-8|23.97
3585|326|1|59|field-9|35168.68
3586|326|1|59|field-10|016.1.02.08.15.0023
3587|327|1|59|field-0|Visalux
3588|327|1|59|field-1|CFL
3589|327|1|59|field-2|Visalux SPIRAL 8W WW
3590|327|1|59|field-3|"SPIRAL "
3591|327|1|59|field-4|8.58
3592|327|1|59|field-5|66.00
3593|327|1|59|field-6|Warm White
3594|327|1|59|field-7|4
3595|327|1|59|field-8|25.05
3596|327|1|59|field-9|36753.63
3597|327|1|59|field-10|016.1.02.08.15.0024
3598|328|1|59|field-0|Visalux
3599|328|1|59|field-1|CFL
3600|328|1|59|field-2|Visalux SPIRAL 12W CDL
3601|328|1|59|field-3|"SPIRAL "
3602|328|1|59|field-4|12.63
3603|328|1|59|field-5|68.00
3604|328|1|59|field-6|Cool Daylight
3605|328|1|59|field-7|4
3606|328|1|59|field-8|36.88
3607|328|1|59|field-9|54102.37
3608|328|1|59|field-10|016.1.02.12.15.0025
3609|329|1|59|field-0|Visalux
3610|329|1|59|field-1|CFL
3611|329|1|59|field-2|Visalux SPIRAL 12W WW
3612|329|1|59|field-3|"SPIRAL "
3613|329|1|59|field-4|11.02
3614|329|1|59|field-5|64.00
3615|329|1|59|field-6|Warm White
3616|329|1|59|field-7|4
3617|329|1|59|field-8|32.18
3618|329|1|59|field-9|47205.71
3619|329|1|59|field-10|016.1.02.12.15.0026
3620|330|1|59|field-0|Visalux
3621|330|1|59|field-1|CFL
3622|330|1|59|field-2|Visalux SPIRAL 15W CDL
3623|330|1|59|field-3|"SPIRAL "
3624|330|1|59|field-4|14.22
3625|330|1|59|field-5|69.00
3626|330|1|59|field-6|Cool Daylight
3627|330|1|59|field-7|4
3628|330|1|59|field-8|41.52
3629|330|1|59|field-9|60913.36
3630|330|1|59|field-10|016.1.02.15.15.0027
3631|331|1|59|field-0|Visalux
3632|331|1|59|field-1|CFL
3633|331|1|59|field-2|Visalux SPIRAL 15W WW
3634|331|1|59|field-3|"SPIRAL "
3635|331|1|59|field-4|13.71
3636|331|1|59|field-5|77.00
3637|331|1|59|field-6|Warm White
3638|331|1|59|field-7|4
3639|331|1|59|field-8|40.03
3640|331|1|59|field-9|58728.70
3641|331|1|59|field-10|016.1.02.15.15.0028
3642|332|1|59|field-0|Visalux
3643|332|1|59|field-1|CFL
3644|332|1|59|field-2|Visalux SPIRAL 20W CDL
3645|332|1|59|field-3|"SPIRAL "
3646|332|1|59|field-4|18.96
3647|332|1|59|field-5|59.00
3648|332|1|59|field-6|Cool Daylight
3649|332|1|59|field-7|4
3650|332|1|59|field-8|55.36
3651|332|1|59|field-9|81217.81
3652|332|1|59|field-10|016.1.02.20.15.0029
3653|333|1|59|field-0|Visalux
3654|333|1|59|field-1|CFL
3655|333|1|59|field-2|Visalux SPIRAL 20W WW
3656|333|1|59|field-3|"SPIRAL "
3657|333|1|59|field-4|17.89
3658|333|1|59|field-5|72.00
3659|333|1|59|field-6|Warm White
3660|333|1|59|field-7|4
3661|333|1|59|field-8|52.24
3662|333|1|59|field-9|76634.32
3663|333|1|59|field-10|016.1.02.20.15.0030
3664|334|1|59|field-0|Visalux
3665|334|1|59|field-1|CFL
3666|334|1|59|field-2|Visalux SPIRAL 24W CDL
3667|334|1|59|field-3|"SPIRAL "
3668|334|1|59|field-4|23.12
3669|334|1|59|field-5|64.00
3670|334|1|59|field-6|Cool Daylight
3671|334|1|59|field-7|4
3672|334|1|59|field-8|67.51
3673|334|1|59|field-9|99037.76
3674|334|1|59|field-10|016.1.02.24.15.0031
3675|335|1|59|field-0|Visalux
3676|335|1|59|field-1|CFL
3677|335|1|59|field-2|Visalux SPIRAL 24W WW
3678|335|1|59|field-3|"SPIRAL "
3679|335|1|59|field-4|23.12
3680|335|1|59|field-5|74.00
3681|335|1|59|field-6|Warm White
3682|335|1|59|field-7|4
3683|335|1|59|field-8|67.51
3684|335|1|59|field-9|99037.76
3685|335|1|59|field-10|016.1.02.24.15.0032
3686|336|1|59|field-0|Visalux
3687|336|1|59|field-1|CFL
3688|336|1|59|field-2|Visalux SPIRAL 13W CDL
3689|336|1|59|field-3|"SPIRAL "
3690|336|1|59|field-4|12.36
3691|336|1|59|field-5|67.00
3692|336|1|59|field-6|Cool Daylight
3693|336|1|59|field-7|4
3694|336|1|59|field-8|36.09
3695|336|1|59|field-9|52945.79
3696|336|1|59|field-10|016.1.02.13.15.0033
3697|337|1|59|field-0|Visalux
3698|337|1|59|field-1|CFL
3699|337|1|59|field-2|Visalux SPIRAL 13W WW
3700|337|1|59|field-3|"SPIRAL "
3701|337|1|59|field-4|12.54
3702|337|1|59|field-5|74.00
3703|337|1|59|field-6|Warm White
3704|337|1|59|field-7|4
3705|337|1|59|field-8|36.62
3706|337|1|59|field-9|53716.85
3707|337|1|59|field-10|016.1.02.13.15.0034
3708|338|1|59|field-0|Visalux
3709|338|1|59|field-1|CFL
3710|338|1|59|field-2|Visalux SPIRAL 18W CDL
3711|338|1|59|field-3|"SPIRAL "
3712|338|1|59|field-4|18.86
3713|338|1|59|field-5|70.00
3714|338|1|59|field-6|Cool Daylight
3715|338|1|59|field-7|4
3716|338|1|59|field-8|55.07
3717|338|1|59|field-9|80789.45
3718|338|1|59|field-10|016.1.02.18.15.0035
3719|339|1|59|field-0|Visalux
3720|339|1|59|field-1|CFL
3721|339|1|59|field-2|Visalux SPIRAL 18W WW
3722|339|1|59|field-3|"SPIRAL "
3723|339|1|59|field-4|19.56
3724|339|1|59|field-5|74.00
3725|339|1|59|field-6|Warm White
3726|339|1|59|field-7|4
3727|339|1|59|field-8|57.12
3728|339|1|59|field-9|83788.00
